,year,week,date,day,time_of_day,room_name,class_type,faculty,school,joint,status,degree,enrollment,class_duration,attendance,class_type_new,attendance_by_class,date-year,date-month,date-day
850,2017,11,10/19/2017,2,0,5,0,4,26,0,4,2,69,1,12,1,1,2017,10,19
851,2017,5,8/30/2017,4,2,5,0,4,26,0,4,2,97,1,29,1,1,2017,8,30
852,2017,1,7/31/2017,1,0,5,0,5,28,0,2,2,72,1,30,1,1,2017,7,31
853,2017,2,8/10/2017,2,0,5,0,5,28,0,2,2,79,1,42,2,1,2017,8,10
854,2017,0,7/28/2017,0,2,5,0,6,23,0,4,2,50,3,31,1,1,2017,7,28
855,2017,5,8/29/2017,3,0,5,0,5,4,0,4,2,36,1,12,1,1,2017,8,29
856,2017,1,8/3/2017,2,0,5,0,4,26,0,4,2,69,1,44,2,1,2017,8,3
857,2017,10,10/11/2017,4,1,5,0,0,10,0,4,2,39,2,20,1,1,2017,10,11
858,2017,1,8/3/2017,2,0,5,0,5,28,0,2,2,79,1,34,2,1,2017,8,3
859,2017,8,9/21/2017,2,0,5,0,5,28,0,2,2,79,1,33,2,1,2017,9,21
860,2017,3,8/16/2017,4,1,5,0,0,10,0,4,2,39,2,36,2,1,2017,8,16
861,2017,0,7/26/2017,4,1,5,0,4,26,0,4,2,69,1,23,1,1,2017,7,26
862,2017,6,9/5/2017,3,0,5,0,5,4,0,4,2,43,2,41,2,1,2017,9,5
863,2017,11,10/18/2017,4,0,5,0,5,4,1,3,2,56,2,38,2,1,2017,10,18
864,2017,4,8/24/2017,2,0,5,0,5,28,0,2,2,79,1,29,1,1,2017,8,24
865,2017,1,8/3/2017,2,0,5,0,4,26,0,4,2,69,1,44,2,1,2017,8,3
866,2017,3,8/14/2017,1,0,5,0,5,28,0,2,2,72,1,30,1,1,2017,8,14
867,2017,11,10/18/2017,4,2,5,0,5,28,0,2,2,72,1,12,1,1,2017,10,18
868,2017,1,8/3/2017,2,0,5,0,0,10,0,4,0,74,1,73,3,1,2017,8,3
869,2017,8,9/21/2017,2,2,5,0,0,29,0,4,2,61,2,47,2,1,2017,9,21
870,2017,8,9/21/2017,2,0,5,0,0,10,0,4,0,74,1,57,3,1,2017,9,21
871,2017,5,8/28/2017,1,0,5,0,5,28,0,2,2,72,1,19,1,1,2017,8,28
872,2017,1,8/1/2017,3,0,5,0,5,4,0,4,2,43,2,36,2,1,2017,8,1
873,2017,11,10/19/2017,2,2,5,0,0,29,0,4,2,61,2,47,2,1,2017,10,19
874,2017,0,7/26/2017,4,0,5,0,5,4,1,3,2,56,2,43,2,1,2017,7,26
875,2017,2,8/10/2017,2,1,5,0,5,6,1,4,2,33,1,14,1,1,2017,8,10
876,2017,3,8/14/2017,1,1,5,0,4,26,0,4,2,97,1,34,2,1,2017,8,14
877,2017,2,8/10/2017,2,0,5,0,0,10,0,4,0,74,1,65,3,1,2017,8,10
878,2017,3,8/14/2017,1,2,5,0,4,26,0,4,2,61,2,17,1,1,2017,8,14
879,2017,11,10/18/2017,4,2,5,0,4,26,0,4,2,97,1,21,1,1,2017,10,18
880,2017,7,9/11/2017,1,1,5,0,4,26,0,4,2,97,1,33,2,1,2017,9,11
881,2017,4,8/24/2017,2,0,5,0,0,10,0,4,0,74,1,71,3,1,2017,8,24
882,2017,7,9/13/2017,4,1,5,0,0,10,0,4,2,39,2,28,1,1,2017,9,13
883,2017,6,9/5/2017,3,0,5,0,5,4,0,4,2,36,1,14,1,1,2017,9,5
884,2017,0,7/26/2017,4,1,5,0,0,10,0,4,2,39,2,34,2,1,2017,7,26
885,2017,8,9/20/2017,4,2,5,0,4,26,0,4,2,97,1,27,1,1,2017,9,20
886,2017,4,8/24/2017,2,2,5,0,0,29,0,4,2,61,2,52,3,1,2017,8,24
887,2017,8,9/20/2017,4,2,5,0,5,28,0,2,2,72,1,13,1,1,2017,9,20
888,2017,1,8/3/2017,2,1,5,0,5,6,1,4,2,33,1,20,1,1,2017,8,3
889,2017,4,8/23/2017,4,1,5,0,0,10,0,4,2,39,2,28,1,1,2017,8,23
890,2017,2,8/9/2017,4,0,5,0,5,4,1,3,2,56,2,47,2,1,2017,8,9
891,2017,4,8/23/2017,4,0,5,0,5,4,1,3,2,56,2,40,2,1,2017,8,23
892,2017,2,8/9/2017,4,1,5,0,4,26,0,4,2,69,1,25,1,1,2017,8,9
893,2017,1,7/31/2017,1,2,5,0,5,4,0,4,2,62,1,27,1,1,2017,7,31
894,2017,7,9/13/2017,4,0,5,0,5,4,1,3,2,56,2,32,2,1,2017,9,13
895,2017,3,8/16/2017,4,1,5,0,4,26,0,4,2,69,1,22,1,1,2017,8,16
896,2017,11,10/19/2017,2,0,5,0,4,26,0,4,2,69,1,12,1,1,2017,10,19
897,2017,3,8/14/2017,1,2,5,0,5,4,0,4,2,62,1,17,1,1,2017,8,14
898,2017,3,8/16/2017,4,0,5,0,5,4,1,3,2,56,2,40,2,1,2017,8,16
899,2017,7,9/13/2017,4,2,5,0,4,26,0,4,2,97,1,32,2,1,2017,9,13
900,2017,2,8/9/2017,4,1,5,0,0,10,0,4,2,39,2,35,2,1,2017,8,9
901,2017,1,7/31/2017,1,2,5,0,4,26,0,4,2,61,2,29,1,1,2017,7,31
902,2017,1,7/31/2017,1,1,5,0,4,26,0,4,2,97,1,59,3,1,2017,7,31
903,2017,5,8/30/2017,4,0,5,0,5,4,1,3,2,56,2,37,2,1,2017,8,30
904,2017,5,8/30/2017,4,1,5,0,0,10,0,4,2,39,2,17,1,1,2017,8,30
905,2017,1,8/1/2017,3,0,5,0,5,4,0,4,2,36,1,21,1,1,2017,8,1
906,2017,0,7/24/2017,1,2,7,0,2,13,0,0,0,41,2,32,2,1,2017,7,24
907,2017,0,7/24/2017,1,0,7,0,6,18,0,4,0,8,3,8,1,1,2017,7,24
908,2017,0,7/24/2017,1,1,7,0,0,20,0,4,0,21,2,21,1,1,2017,7,24
909,2017,0,7/24/2017,1,2,7,2,6,12,0,4,2,19,1,4,1,1,2017,7,24
910,2017,6,9/8/2017,0,1,7,2,6,12,0,4,2,24,1,22,1,1,2017,9,8
911,2017,6,9/8/2017,0,0,7,2,5,8,0,4,2,31,1,31,1,1,2017,9,8
912,2017,4,8/21/2017,1,2,7,2,6,12,0,4,2,19,1,17,1,1,2017,8,21
913,2017,5,8/31/2017,2,0,7,2,6,12,0,4,2,15,1,15,1,1,2017,8,31
914,2017,2,8/9/2017,4,0,7,0,6,7,0,2,0,35,3,35,2,1,2017,8,9
915,2017,2,8/9/2017,4,2,7,2,6,23,0,4,2,23,1,23,1,1,2017,8,9
916,2017,4,8/22/2017,3,0,7,2,6,23,0,4,2,21,1,21,1,1,2017,8,22
917,2017,4,8/22/2017,3,0,7,2,6,23,0,4,2,23,1,22,1,1,2017,8,22
918,2017,8,9/21/2017,2,2,7,2,6,12,0,4,2,24,1,21,1,1,2017,9,21
919,2017,8,9/21/2017,2,2,7,2,6,12,0,0,2,25,1,21,1,1,2017,9,21
920,2017,8,9/21/2017,2,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,9,21
921,2017,1,8/4/2017,0,2,7,0,5,15,0,4,2,14,1,12,1,1,2017,8,4
922,2017,1,8/4/2017,0,2,7,2,6,12,0,4,2,21,1,21,1,1,2017,8,4
923,2017,1,8/4/2017,0,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,4
924,2017,1,8/4/2017,0,0,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,4
925,2017,1,8/4/2017,0,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,4
926,2017,3,8/14/2017,1,0,7,0,6,18,0,4,0,8,3,8,1,1,2017,8,14
927,2017,7,9/11/2017,1,2,7,0,2,13,0,0,0,41,2,30,1,1,2017,9,11
928,2017,7,9/11/2017,1,0,7,0,6,18,0,4,0,8,3,6,1,1,2017,9,11
929,2017,7,9/11/2017,1,1,7,0,0,20,0,4,0,21,2,21,1,1,2017,9,11
930,2017,7,9/11/2017,1,2,7,2,6,12,0,4,2,19,1,17,1,1,2017,9,11
931,2017,7,9/11/2017,1,2,7,2,6,12,0,4,2,19,1,16,1,1,2017,9,11
932,2017,4,8/24/2017,2,2,7,0,2,25,0,4,2,4,3,4,1,1,2017,8,24
933,2017,5,8/29/2017,3,2,7,0,5,15,0,4,2,14,1,12,1,1,2017,8,29
934,2017,5,8/29/2017,3,2,7,2,6,12,0,4,2,24,1,21,1,1,2017,8,29
935,2017,5,8/29/2017,3,2,7,2,6,12,0,0,2,25,1,20,1,1,2017,8,29
936,2017,5,8/29/2017,3,1,7,2,6,12,0,0,2,25,1,25,1,1,2017,8,29
937,2017,5,8/29/2017,3,0,7,2,6,23,0,4,2,21,1,21,1,1,2017,8,29
938,2017,5,8/29/2017,3,0,7,2,6,23,0,4,2,23,1,23,1,1,2017,8,29
939,2017,5,8/29/2017,3,0,7,0,2,25,0,4,2,11,3,10,1,1,2017,8,29
940,2017,11,10/16/2017,1,2,7,0,2,13,0,0,0,41,2,36,2,1,2017,10,16
941,2017,11,10/16/2017,1,0,7,0,6,18,0,4,0,8,3,5,1,1,2017,10,16
942,2017,11,10/16/2017,1,1,7,0,0,20,0,4,0,21,2,18,1,1,2017,10,16
943,2017,7,9/14/2017,2,2,7,2,6,12,0,4,2,24,1,23,1,1,2017,9,14
944,2017,7,9/14/2017,2,2,7,2,6,12,0,0,2,25,1,24,1,1,2017,9,14
945,2017,3,8/17/2017,2,2,7,2,6,12,0,4,2,24,1,20,1,1,2017,8,17
946,2017,3,8/17/2017,2,2,7,2,6,12,0,0,2,25,1,25,1,1,2017,8,17
947,2017,3,8/17/2017,2,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,17
948,2017,0,7/25/2017,3,0,7,0,2,25,0,4,2,11,3,11,1,1,2017,7,25
949,2017,3,8/17/2017,2,1,7,2,6,12,0,4,2,22,1,20,1,1,2017,8,17
950,2017,3,8/17/2017,2,0,7,2,6,12,0,4,2,15,1,11,1,1,2017,8,17
951,2017,2,8/7/2017,1,0,7,0,6,18,0,4,0,8,3,8,1,1,2017,8,7
952,2017,2,8/7/2017,1,1,7,0,0,20,0,4,0,21,2,20,1,1,2017,8,7
953,2017,2,8/7/2017,1,2,7,2,6,12,0,4,2,19,1,19,1,1,2017,8,7
954,2017,2,8/7/2017,1,2,7,2,6,12,0,4,2,19,1,19,1,1,2017,8,7
955,2017,2,8/8/2017,3,0,7,2,6,23,0,4,2,23,1,17,1,1,2017,8,8
956,2017,2,8/8/2017,3,0,7,0,2,25,0,4,2,11,3,11,1,1,2017,8,8
957,2017,4,8/22/2017,3,0,7,0,2,25,0,4,2,11,3,10,1,1,2017,8,22
958,2017,10,10/9/2017,1,2,7,0,2,13,0,0,0,41,2,26,1,1,2017,10,9
959,2017,10,10/9/2017,1,0,7,0,6,18,0,4,0,8,3,8,1,1,2017,10,9
960,2017,8,9/22/2017,0,2,7,0,5,15,0,4,2,14,1,8,1,1,2017,9,22
961,2017,8,9/22/2017,0,2,7,2,6,12,0,4,2,21,1,20,1,1,2017,9,22
962,2017,8,9/22/2017,0,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,9,22
963,2017,8,9/22/2017,0,0,7,2,6,12,0,4,2,24,1,21,1,1,2017,9,22
964,2017,8,9/22/2017,0,1,7,2,6,12,0,4,2,24,1,18,1,1,2017,9,22
965,2017,8,9/22/2017,0,0,7,2,5,8,0,4,2,31,1,19,1,1,2017,9,22
966,2017,2,8/10/2017,2,1,7,2,6,12,0,4,2,24,1,21,1,1,2017,8,10
967,2017,2,8/10/2017,2,1,7,2,6,12,0,4,2,22,1,20,1,1,2017,8,10
968,2017,2,8/10/2017,2,0,7,2,6,12,0,4,2,15,1,15,1,1,2017,8,10
969,2017,2,8/10/2017,2,2,7,0,2,25,0,4,2,4,3,4,1,1,2017,8,10
970,2017,3,8/15/2017,3,2,7,0,5,15,0,4,2,14,1,12,1,1,2017,8,15
971,2017,3,8/15/2017,3,2,7,2,6,12,0,4,2,24,1,21,1,1,2017,8,15
972,2017,7,9/12/2017,3,2,7,0,5,15,0,4,2,14,1,10,1,1,2017,9,12
973,2017,5,8/30/2017,4,2,7,0,2,16,0,4,2,12,2,12,1,1,2017,8,30
974,2017,5,8/30/2017,4,0,7,0,6,7,0,2,0,35,3,30,1,1,2017,8,30
975,2017,5,8/30/2017,4,2,7,2,6,23,0,4,2,23,1,23,1,1,2017,8,30
976,2017,7,9/12/2017,3,0,7,2,6,23,0,4,2,21,1,17,1,1,2017,9,12
977,2017,0,7/26/2017,4,0,7,0,6,7,0,2,0,35,3,35,2,1,2017,7,26
978,2017,7,9/12/2017,3,0,7,0,2,25,0,4,2,11,3,9,1,1,2017,9,12
979,2017,10,10/12/2017,2,2,7,2,6,12,0,0,2,25,1,25,1,1,2017,10,12
980,2017,10,10/12/2017,2,1,7,2,6,12,0,4,2,24,1,23,1,1,2017,10,12
981,2017,10,10/12/2017,2,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,10,12
982,2017,10,10/12/2017,2,1,7,2,6,12,0,4,2,22,1,22,1,1,2017,10,12
983,2017,10,10/12/2017,2,0,7,2,6,12,0,4,2,15,1,15,1,1,2017,10,12
984,2017,10,10/12/2017,2,2,7,0,2,25,0,4,2,4,3,4,1,1,2017,10,12
985,2017,12,10/27/2017,0,2,7,2,6,12,0,4,2,24,1,14,1,1,2017,10,27
986,2017,12,10/27/2017,0,0,7,2,6,12,0,4,2,24,1,18,1,1,2017,10,27
987,2017,12,10/27/2017,0,1,7,2,6,12,0,4,2,24,1,23,1,1,2017,10,27
988,2017,12,10/27/2017,0,0,7,2,5,8,0,4,2,31,1,10,1,1,2017,10,27
989,2017,2,8/8/2017,3,2,7,0,5,15,0,4,2,14,1,13,1,1,2017,8,8
990,2017,2,8/8/2017,3,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,8
991,2017,2,8/8/2017,3,2,7,2,6,12,0,0,2,25,1,25,1,1,2017,8,8
992,2017,2,8/8/2017,3,1,7,2,6,12,0,0,2,25,1,25,1,1,2017,8,8
993,2017,2,8/8/2017,3,0,7,2,6,23,0,4,2,21,1,19,1,1,2017,8,8
994,2017,9,10/3/2017,3,0,7,2,6,23,0,4,2,23,1,23,1,1,2017,10,3
995,2017,8,9/19/2017,3,0,7,0,2,25,0,4,2,11,3,11,1,1,2017,9,19
996,2017,9,10/5/2017,2,2,7,2,6,12,0,4,2,24,1,23,1,1,2017,10,5
997,2017,9,10/5/2017,2,2,7,2,6,12,0,0,2,25,1,25,1,1,2017,10,5
998,2017,9,10/5/2017,2,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,10,5
999,2017,9,10/5/2017,2,1,7,2,6,12,0,4,2,24,1,21,1,1,2017,10,5
1000,2017,9,10/5/2017,2,1,7,2,6,12,0,4,2,22,1,18,1,1,2017,10,5
1001,2017,9,10/5/2017,2,0,7,2,6,12,0,4,2,15,1,15,1,1,2017,10,5
1002,2017,10,10/10/2017,3,2,7,0,5,15,0,4,2,14,1,13,1,1,2017,10,10
1003,2017,10,10/10/2017,3,2,7,2,6,12,0,4,2,24,1,23,1,1,2017,10,10
1004,2017,5,8/28/2017,1,2,7,0,2,13,0,0,0,41,2,41,2,1,2017,8,28
1005,2017,5,8/28/2017,1,0,7,0,6,18,0,4,0,8,3,8,1,1,2017,8,28
1006,2017,5,8/28/2017,1,1,7,0,0,20,0,4,0,21,2,18,1,1,2017,8,28
1007,2017,7,9/13/2017,4,2,7,0,2,16,0,4,2,12,2,10,1,1,2017,9,13
1008,2017,7,9/13/2017,4,0,7,0,6,7,0,2,0,35,3,35,2,1,2017,9,13
1009,2017,7,9/13/2017,4,2,7,2,6,23,0,4,2,23,1,23,1,1,2017,9,13
1010,2017,2,8/11/2017,0,0,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,11
1011,2017,2,8/11/2017,0,1,7,2,6,12,0,4,2,24,1,23,1,1,2017,8,11
1012,2017,2,8/11/2017,0,0,7,2,5,8,0,4,2,31,1,30,1,1,2017,8,11
1013,2017,1,7/31/2017,1,2,7,2,6,12,0,4,2,19,1,18,1,1,2017,7,31
1014,2017,1,7/31/2017,1,2,7,2,6,12,0,4,2,19,1,19,1,1,2017,7,31
1015,2017,12,10/26/2017,2,1,7,2,6,12,0,4,2,22,1,22,1,1,2017,10,26
1016,2017,1,8/1/2017,3,2,7,0,5,15,0,4,2,14,1,13,1,1,2017,8,1
1017,2017,1,8/1/2017,3,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,1
1018,2017,1,8/1/2017,3,2,7,2,6,12,0,0,2,25,1,19,1,1,2017,8,1
1019,2017,1,8/1/2017,3,1,7,2,6,12,0,0,2,25,1,25,1,1,2017,8,1
1020,2017,1,8/1/2017,3,0,7,2,6,23,0,4,2,21,1,21,1,1,2017,8,1
1021,2017,10,10/13/2017,0,2,7,0,5,15,0,4,2,14,1,11,1,1,2017,10,13
1022,2017,4,8/21/2017,1,2,7,0,2,13,0,0,0,41,2,41,2,1,2017,8,21
1023,2017,0,7/27/2017,2,2,7,0,2,25,0,4,2,4,3,4,1,1,2017,7,27
1024,2017,4,8/21/2017,1,1,7,0,0,20,0,4,0,21,2,21,1,1,2017,8,21
1025,2017,4,8/21/2017,1,2,7,2,6,12,0,4,2,19,1,15,1,1,2017,8,21
1026,2017,6,9/5/2017,3,0,7,2,6,23,0,4,2,21,1,19,1,1,2017,9,5
1027,2017,6,9/5/2017,3,0,7,2,6,23,0,4,2,23,1,23,1,1,2017,9,5
1028,2017,5,8/31/2017,2,2,7,0,2,25,0,4,2,4,3,4,1,1,2017,8,31
1029,2017,9,10/3/2017,3,0,7,2,6,23,0,4,2,21,1,21,1,1,2017,10,3
1030,2017,4,8/22/2017,3,1,7,2,6,12,0,0,2,25,1,25,1,1,2017,8,22
1031,2017,4,8/23/2017,4,2,7,2,6,23,0,4,2,23,1,23,1,1,2017,8,23
1032,2017,5,9/1/2017,0,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,9,1
1033,2017,1,8/3/2017,2,1,7,2,6,12,0,4,2,24,1,14,1,1,2017,8,3
1034,2017,1,8/3/2017,2,1,7,2,6,12,0,4,2,22,1,15,1,1,2017,8,3
1035,2017,1,8/3/2017,2,0,7,2,6,12,0,4,2,15,1,15,1,1,2017,8,3
1036,2017,10,10/9/2017,1,1,7,0,0,20,0,4,0,21,2,21,1,1,2017,10,9
1037,2017,8,9/21/2017,2,1,7,2,6,12,0,4,2,24,1,15,1,1,2017,9,21
1038,2017,8,9/21/2017,2,1,7,2,6,12,0,4,2,22,1,17,1,1,2017,9,21
1039,2017,9,10/6/2017,0,2,7,0,5,15,0,4,2,14,1,14,1,1,2017,10,6
1040,2017,3,8/14/2017,1,2,7,0,2,13,0,0,0,41,2,37,2,1,2017,8,14
1041,2017,12,10/23/2017,1,1,7,0,0,20,0,4,0,21,2,16,1,1,2017,10,23
1042,2017,3,8/14/2017,1,1,7,0,0,20,0,4,0,21,2,20,1,1,2017,8,14
1043,2017,3,8/14/2017,1,2,7,2,6,12,0,4,2,19,1,17,1,1,2017,8,14
1044,2017,3,8/14/2017,1,2,7,2,6,12,0,4,2,19,1,18,1,1,2017,8,14
1045,2017,4,8/24/2017,2,1,7,2,6,12,0,4,2,22,1,21,1,1,2017,8,24
1046,2017,4,8/24/2017,2,0,7,2,6,12,0,4,2,15,1,15,1,1,2017,8,24
1047,2017,2,8/11/2017,0,2,7,0,5,15,0,4,2,14,1,9,1,1,2017,8,11
1048,2017,2,8/11/2017,0,2,7,2,6,12,0,4,2,21,1,20,1,1,2017,8,11
1049,2017,1,7/31/2017,1,2,7,0,2,13,0,0,0,41,2,41,2,1,2017,7,31
1050,2017,1,7/31/2017,1,0,7,0,6,18,0,4,0,8,3,8,1,1,2017,7,31
1051,2017,1,7/31/2017,1,1,7,0,0,20,0,4,0,21,2,21,1,1,2017,7,31
1052,2017,11,10/20/2017,0,0,7,2,5,8,0,4,2,31,1,18,1,1,2017,10,20
1053,2017,3,8/15/2017,3,0,7,2,6,23,0,4,2,23,1,21,1,1,2017,8,15
1054,2017,7,9/12/2017,3,0,7,2,6,23,0,4,2,23,1,20,1,1,2017,9,12
1055,2017,10,10/12/2017,2,2,7,2,6,12,0,4,2,24,1,23,1,1,2017,10,12
1056,2017,1,8/2/2017,4,2,7,0,2,16,0,4,2,12,2,10,1,1,2017,8,2
1057,2017,1,8/2/2017,4,0,7,0,6,7,0,2,0,35,3,35,2,1,2017,8,2
1058,2017,1,8/2/2017,4,2,7,2,6,23,0,4,2,23,1,23,1,1,2017,8,2
1059,2017,7,9/14/2017,2,1,7,2,6,12,0,4,2,24,1,19,1,1,2017,9,14
1060,2017,7,9/14/2017,2,1,7,2,6,12,0,4,2,24,1,18,1,1,2017,9,14
1061,2017,7,9/14/2017,2,1,7,2,6,12,0,4,2,22,1,20,1,1,2017,9,14
1062,2017,7,9/14/2017,2,0,7,2,6,12,0,4,2,15,1,15,1,1,2017,9,14
1063,2017,7,9/14/2017,2,2,7,0,2,25,0,4,2,4,3,4,1,1,2017,9,14
1064,2017,9,10/4/2017,4,0,7,0,6,7,0,2,0,35,3,35,2,1,2017,10,4
1065,2017,9,10/4/2017,4,2,7,2,6,23,0,4,2,23,1,23,1,1,2017,10,4
1066,2017,4,8/22/2017,3,2,7,0,5,15,0,4,2,14,1,10,1,1,2017,8,22
1067,2017,4,8/22/2017,3,2,7,2,6,12,0,4,2,24,1,23,1,1,2017,8,22
1068,2017,4,8/22/2017,3,2,7,2,6,12,0,0,2,25,1,19,1,1,2017,8,22
1069,2017,4,8/23/2017,4,0,7,0,6,7,0,2,0,35,3,25,1,1,2017,8,23
1070,2017,8,9/19/2017,3,0,7,2,6,23,0,4,2,23,1,22,1,1,2017,9,19
1071,2017,1,8/3/2017,2,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,3
1072,2017,3,8/18/2017,0,1,7,2,6,12,0,4,2,24,1,23,1,1,2017,8,18
1073,2017,5,8/28/2017,1,2,7,2,6,12,0,4,2,19,1,16,1,1,2017,8,28
1074,2017,10,10/9/2017,1,2,7,2,6,12,0,4,2,19,1,17,1,1,2017,10,9
1075,2017,10,10/9/2017,1,2,7,2,6,12,0,4,2,19,1,17,1,1,2017,10,9
1076,2017,11,10/19/2017,2,2,7,2,6,12,0,0,2,25,1,22,1,1,2017,10,19
1077,2017,2,8/10/2017,2,2,7,2,6,12,0,4,2,24,1,23,1,1,2017,8,10
1078,2017,2,8/10/2017,2,2,7,2,6,12,0,0,2,25,1,25,1,1,2017,8,10
1079,2017,2,8/10/2017,2,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,10
1080,2017,11,10/19/2017,2,0,7,2,6,12,0,4,2,15,1,14,1,1,2017,10,19
1081,2017,11,10/19/2017,2,2,7,0,2,25,0,4,2,4,3,4,1,1,2017,10,19
1082,2017,10,10/10/2017,3,2,7,2,6,12,0,0,2,25,1,25,1,1,2017,10,10
1083,2017,10,10/10/2017,3,1,7,2,6,12,0,0,2,25,1,22,1,1,2017,10,10
1084,2017,4,8/24/2017,2,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,24
1085,2017,6,9/4/2017,1,0,7,0,6,18,0,4,0,8,3,7,1,1,2017,9,4
1086,2017,2,8/11/2017,0,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,11
1087,2017,3,8/16/2017,4,0,7,0,6,7,0,2,0,35,3,35,2,1,2017,8,16
1088,2017,3,8/16/2017,4,2,7,2,6,23,0,4,2,23,1,23,1,1,2017,8,16
1089,2017,3,8/15/2017,3,0,7,2,6,23,0,4,2,21,1,20,1,1,2017,8,15
1090,2017,7,9/12/2017,3,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,9,12
1091,2017,7,9/12/2017,3,2,7,2,6,12,0,0,2,25,1,22,1,1,2017,9,12
1092,2017,4,8/25/2017,0,0,7,2,5,8,0,4,2,31,1,21,1,1,2017,8,25
1093,2017,12,10/26/2017,2,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,10,26
1094,2017,12,10/26/2017,2,2,7,0,2,25,0,4,2,4,3,4,1,1,2017,10,26
1095,2017,1,8/3/2017,2,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,3
1096,2017,5,9/1/2017,0,0,7,2,6,12,0,4,2,24,1,24,1,1,2017,9,1
1097,2017,6,9/4/2017,1,2,7,0,2,13,0,0,0,41,2,38,2,1,2017,9,4
1098,2017,6,9/4/2017,1,1,7,0,0,20,0,4,0,21,2,21,1,1,2017,9,4
1099,2017,6,9/4/2017,1,2,7,2,6,12,0,4,2,19,1,14,1,1,2017,9,4
1100,2017,6,9/4/2017,1,2,7,2,6,12,0,4,2,19,1,15,1,1,2017,9,4
1101,2017,7,9/15/2017,0,2,7,2,6,12,0,4,2,21,1,21,1,1,2017,9,15
1102,2017,7,9/15/2017,0,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,9,15
1103,2017,7,9/15/2017,0,0,7,2,6,12,0,4,2,24,1,21,1,1,2017,9,15
1104,2017,7,9/15/2017,0,1,7,2,6,12,0,4,2,24,1,23,1,1,2017,9,15
1105,2017,4,8/23/2017,4,2,7,0,2,16,0,4,2,12,2,12,1,1,2017,8,23
1106,2017,9,10/3/2017,3,1,7,2,6,12,0,0,2,25,1,25,1,1,2017,10,3
1107,2017,10,10/11/2017,4,2,7,0,2,16,0,4,2,12,2,9,1,1,2017,10,11
1108,2017,10,10/11/2017,4,0,7,0,6,7,0,2,0,35,3,26,1,1,2017,10,11
1109,2017,3,8/18/2017,0,0,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,18
1110,2017,9,10/6/2017,0,0,7,2,6,12,0,4,2,24,1,22,1,1,2017,10,6
1111,2017,9,10/6/2017,0,1,7,2,6,12,0,4,2,24,1,21,1,1,2017,10,6
1112,2017,5,8/28/2017,1,2,7,2,6,12,0,4,2,19,1,16,1,1,2017,8,28
1113,2017,3,8/15/2017,3,2,7,2,6,12,0,0,2,25,1,22,1,1,2017,8,15
1114,2017,3,8/15/2017,3,1,7,2,6,12,0,0,2,25,1,25,1,1,2017,8,15
1115,2017,12,10/25/2017,4,2,7,2,6,23,0,4,2,23,1,23,1,1,2017,10,25
1116,2017,8,9/21/2017,2,0,7,2,6,12,0,4,2,15,1,15,1,1,2017,9,21
1117,2017,8,9/21/2017,2,2,7,0,2,25,0,4,2,4,3,4,1,1,2017,9,21
1118,2017,4,8/24/2017,2,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,24
1119,2017,12,10/26/2017,2,0,7,2,6,12,0,4,2,15,1,11,1,1,2017,10,26
1120,2017,5,9/1/2017,0,2,7,2,6,12,0,4,2,21,1,21,1,1,2017,9,1
1121,2017,10,10/11/2017,4,2,7,2,6,23,0,4,2,23,1,23,1,1,2017,10,11
1122,2017,8,9/18/2017,1,2,7,0,2,13,0,0,0,41,2,32,2,1,2017,9,18
1123,2017,1,8/1/2017,3,0,7,2,6,23,0,4,2,23,1,18,1,1,2017,8,1
1124,2017,1,8/1/2017,3,0,7,0,2,25,0,4,2,11,3,9,1,1,2017,8,1
1125,2017,6,9/5/2017,3,2,7,2,6,12,0,4,2,24,1,21,1,1,2017,9,5
1126,2017,6,9/5/2017,3,2,7,2,6,12,0,0,2,25,1,21,1,1,2017,9,5
1127,2017,11,10/20/2017,0,1,7,2,6,12,0,4,2,24,1,24,1,1,2017,10,20
1128,2017,4,8/25/2017,0,2,7,2,6,12,0,4,2,21,1,21,1,1,2017,8,25
1129,2017,4,8/25/2017,0,2,7,2,6,12,0,4,2,24,1,24,1,1,2017,8,25
1130,2017,7,9/12/2017,3,1,7,2,6,12,0,0,2,25,1,25,1,1,2017,9,12
